"dataset.train","dataset.test","nsamples.test","strata","pearson","spearman","cor_success","rmse","mae","coeff_det","ndcg10","ndcg20","ndcg50","ndcg100","time_per_fold","nsamples.train","regressor","markers","extra_covariates","repetition","folds"
"DaysToFlowering3 split=5 train","DaysToFlowering3 split=5 test",92,"no_strata",0.847765676745794,0.874318456709949,1,14.711743984966,10.9880532282089,0.697737611915102,0.897355343240104,0.910213380190998,0.948929018988812,0.974330362290743,2.38500000000931,831,"rrBLUP-kin",831,"",5,0
"DaysToFlowering3 split=6 train","DaysToFlowering3 split=6 test",92,"no_strata",0.791719733705801,0.791344120264846,1,15.967338287248,11.7232755134809,0.622972966905772,0.897655154662486,0.910265707569983,0.937537038684181,0.975307790601647,2.36900000018068,831,"rrBLUP-kin",831,"",1,0
"DaysToFlowering3 split=6 train","DaysToFlowering3 split=6 test",92,"no_strata",0.791719733705801,0.791344120264846,1,15.967338287248,11.7232755134809,0.622972966905772,0.897655154662486,0.910265707569983,0.937537038684181,0.975307790601647,2.3640000000596,831,"rrBLUP-kin",831,"",2,0
"DaysToFlowering3 split=6 train","DaysToFlowering3 split=6 test",92,"no_strata",0.791719733705801,0.791344120264846,1,15.967338287248,11.7232755134809,0.622972966905772,0.897655154662486,0.910265707569983,0.937537038684181,0.975307790601647,2.36700000008568,831,"rrBLUP-kin",831,"",3,0
"DaysToFlowering3 split=6 train","DaysToFlowering3 split=6 test",92,"no_strata",0.791719733705801,0.791344120264846,1,15.967338287248,11.7232755134809,0.622972966905772,0.897655154662486,0.910265707569983,0.937537038684181,0.975307790601647,2.36199999996461,831,"rrBLUP-kin",831,"",4,0
"DaysToFlowering3 split=6 train","DaysToFlowering3 split=6 test",92,"no_strata",0.791719733705801,0.791344120264846,1,15.967338287248,11.7232755134809,0.622972966905772,0.897655154662486,0.910265707569983,0.937537038684181,0.975307790601647,2.3640000000596,831,"rrBLUP-kin",831,"",5,0
"DaysToFlowering3 split=7 train","DaysToFlowering3 split=7 test",92,"no_strata",0.795949669113114,0.796747843021909,1,19.2806137911898,14.9039953516596,0.447959956281767,0.896344634678402,0.897593170963714,0.947049365193152,0.972257329113612,2.37299999990501,831,"rrBLUP-kin",831,"",1,0
"DaysToFlowering3 split=7 train","DaysToFlowering3 split=7 test",92,"no_strata",0.795949669113114,0.796747843021909,1,19.2806137911898,14.9039953516596,0.447959956281767,0.896344634678402,0.897593170963714,0.947049365193152,0.972257329113612,2.39899999997579,831,"rrBLUP-kin",831,"",2,0
"DaysToFlowering3 split=7 train","DaysToFlowering3 split=7 test",92,"no_strata",0.795949669113114,0.796747843021909,1,19.2806137911898,14.9039953516596,0.447959956281767,0.896344634678402,0.897593170963714,0.947049365193152,0.972257329113612,2.36900000018068,831,"rrBLUP-kin",831,"",3,0
"DaysToFlowering3 split=7 train","DaysToFlowering3 split=7 test",92,"no_strata",0.795949669113114,0.796747843021909,1,19.2806137911898,14.9039953516596,0.447959956281767,0.896344634678402,0.897593170963714,0.947049365193152,0.972257329113612,2.37600000016391,831,"rrBLUP-kin",831,"",4,0
"DaysToFlowering3 split=7 train","DaysToFlowering3 split=7 test",92,"no_strata",0.795949669113114,0.796747843021909,1,19.2806137911898,14.9039953516596,0.447959956281767,0.896344634678402,0.897593170963714,0.947049365193152,0.972257329113612,2.36899999994785,831,"rrBLUP-kin",831,"",5,0
"DaysToFlowering3 split=8 train","DaysToFlowering3 split=8 test",92,"no_strata",0.779774437615479,0.787492534724369,1,18.8713949329401,14.6322617233183,0.46256158430651,0.887793792648507,0.90172458531865,0.930934397015453,0.968143372295392,2.36599999992177,831,"rrBLUP-kin",831,"",1,0
"DaysToFlowering3 split=8 train","DaysToFlowering3 split=8 test",92,"no_strata",0.779774437615479,0.787492534724369,1,18.8713949329401,14.6322617233183,0.46256158430651,0.887793792648507,0.90172458531865,0.930934397015453,0.968143372295392,2.36700000008568,831,"rrBLUP-kin",831,"",2,0
"DaysToFlowering3 split=8 train","DaysToFlowering3 split=8 test",92,"no_strata",0.779774437615479,0.787492534724369,1,18.8713949329401,14.6322617233183,0.46256158430651,0.887793792648507,0.90172458531865,0.930934397015453,0.968143372295392,2.36300000012852,831,"rrBLUP-kin",831,"",3,0
"DaysToFlowering3 split=8 train","DaysToFlowering3 split=8 test",92,"no_strata",0.779774437615479,0.787492534724369,1,18.8713949329401,14.6322617233183,0.46256158430651,0.887793792648507,0.90172458531865,0.930934397015453,0.968143372295392,2.36700000008568,831,"rrBLUP-kin",831,"",4,0
"DaysToFlowering3 split=8 train","DaysToFlowering3 split=8 test",92,"no_strata",0.779774437615479,0.787492534724369,1,18.8713949329401,14.6322617233183,0.46256158430651,0.887793792648507,0.90172458531865,0.930934397015453,0.968143372295392,2.36000000010245,831,"rrBLUP-kin",831,"",5,0
"DaysToFlowering3 split=9 train","DaysToFlowering3 split=9 test",92,"no_strata",0.844010379131572,0.876381375549314,1,14.8108577909124,11.1277192055804,0.692108769787592,0.877954009894061,0.884952454515442,0.953994624217644,0.969859106315478,2.40399999986403,831,"rrBLUP-kin",831,"",1,0
"DaysToFlowering3 split=9 train","DaysToFlowering3 split=9 test",92,"no_strata",0.844010379131572,0.876381375549314,1,14.8108577909124,11.1277192055804,0.692108769787592,0.877954009894061,0.884952454515442,0.953994624217644,0.969859106315478,2.36499999999069,831,"rrBLUP-kin",831,"",2,0
"DaysToFlowering3 split=9 train","DaysToFlowering3 split=9 test",92,"no_strata",0.844010379131572,0.876381375549314,1,14.8108577909124,11.1277192055804,0.692108769787592,0.877954009894061,0.884952454515442,0.953994624217644,0.969859106315478,2.38299999991432,831,"rrBLUP-kin",831,"",3,0
"DaysToFlowering3 split=9 train","DaysToFlowering3 split=9 test",92,"no_strata",0.844010379131572,0.876381375549314,1,14.8108577909124,11.1277192055804,0.692108769787592,0.877954009894061,0.884952454515442,0.953994624217644,0.969859106315478,2.36699999985285,831,"rrBLUP-kin",831,"",4,0
"DaysToFlowering3 split=9 train","DaysToFlowering3 split=9 test",92,"no_strata",0.844010379131572,0.876381375549314,1,14.8108577909124,11.1277192055804,0.692108769787592,0.877954009894061,0.884952454515442,0.953994624217644,0.969859106315478,2.37899999995716,831,"rrBLUP-kin",831,"",5,0
"Rosette Leaf number (RL) split=1 train","Rosette Leaf number (RL) split=1 test",85,"no_strata",0.791654784313984,0.776771234042239,1,13.1126109721332,10.427800451155,0.384006177223297,0.961655872628418,0.943947158592966,0.96204601537757,0.984982355219914,1.86100000003353,765,"rrBLUP-kin",765,"",1,0
"Rosette Leaf number (RL) split=1 train","Rosette Leaf number (RL) split=1 test",85,"no_strata",0.791654784313984,0.776771234042239,1,13.1126109721332,10.427800451155,0.384006177223297,0.961655872628418,0.943947158592966,0.96204601537757,0.984982355219914,1.88899999996647,765,"rrBLUP-kin",765,"",2,0
"Rosette Leaf number (RL) split=1 train","Rosette Leaf number (RL) split=1 test",85,"no_strata",0.791654784313984,0.776771234042239,1,13.1126109721332,10.427800451155,0.384006177223297,0.961655872628418,0.943947158592966,0.96204601537757,0.984982355219914,1.85999999986961,765,"rrBLUP-kin",765,"",3,0
"Rosette Leaf number (RL) split=1 train","Rosette Leaf number (RL) split=1 test",85,"no_strata",0.791654784313984,0.776771234042239,1,13.1126109721332,10.427800451155,0.384006177223297,0.961655872628418,0.943947158592966,0.96204601537757,0.984982355219914,1.86000000010245,765,"rrBLUP-kin",765,"",4,0
"Rosette Leaf number (RL) split=1 train","Rosette Leaf number (RL) split=1 test",85,"no_strata",0.791654784313984,0.776771234042239,1,13.1126109721332,10.427800451155,0.384006177223297,0.961655872628418,0.943947158592966,0.96204601537757,0.984982355219914,1.87100000004284,765,"rrBLUP-kin",765,"",5,0
"Rosette Leaf number (RL) split=10 train","Rosette Leaf number (RL) split=10 test",85,"no_strata",0.794455705549207,0.80410235639919,1,10.3154478262211,8.4063369841109,0.562074313047743,0.872014291592678,0.917497082043719,0.939203768390122,0.965377051540158,1.90200000000186,765,"rrBLUP-kin",765,"",1,0
"Rosette Leaf number (RL) split=10 train","Rosette Leaf number (RL) split=10 test",85,"no_strata",0.794455705549207,0.80410235639919,1,10.3154478262211,8.4063369841109,0.562074313047743,0.872014291592678,0.917497082043719,0.939203768390122,0.965377051540158,1.8980000000447,765,"rrBLUP-kin",765,"",2,0
"Rosette Leaf number (RL) split=10 train","Rosette Leaf number (RL) split=10 test",85,"no_strata",0.794455705549207,0.80410235639919,1,10.3154478262211,8.4063369841109,0.562074313047743,0.872014291592678,0.917497082043719,0.939203768390122,0.965377051540158,1.86999999987893,765,"rrBLUP-kin",765,"",3,0
"Rosette Leaf number (RL) split=10 train","Rosette Leaf number (RL) split=10 test",85,"no_strata",0.794455705549207,0.80410235639919,1,10.3154478262211,8.4063369841109,0.562074313047743,0.872014291592678,0.917497082043719,0.939203768390122,0.965377051540158,1.86700000008568,765,"rrBLUP-kin",765,"",4,0
"Rosette Leaf number (RL) split=10 train","Rosette Leaf number (RL) split=10 test",85,"no_strata",0.794455705549207,0.80410235639919,1,10.3154478262211,8.4063369841109,0.562074313047743,0.872014291592678,0.917497082043719,0.939203768390122,0.965377051540158,1.875,765,"rrBLUP-kin",765,"",5,0
"Rosette Leaf number (RL) split=2 train","Rosette Leaf number (RL) split=2 test",85,"no_strata",0.764947395036247,0.741345867986654,1,11.5449792921951,9.58921073192518,0.561462300431307,0.795460581690275,0.87385941941276,0.892456977324869,0.947504741623409,1.83100000000559,765,"rrBLUP-kin",765,"",1,0
"Rosette Leaf number (RL) split=2 train","Rosette Leaf number (RL) split=2 test",85,"no_strata",0.764947395036247,0.741345867986654,1,11.5449792921951,9.58921073192518,0.561462300431307,0.795460581690275,0.87385941941276,0.892456977324869,0.947504741623409,1.83600000012666,765,"rrBLUP-kin",765,"",2,0
"Rosette Leaf number (RL) split=2 train","Rosette Leaf number (RL) split=2 test",85,"no_strata",0.764947395036247,0.741345867986654,1,11.5449792921951,9.58921073192518,0.561462300431307,0.795460581690275,0.87385941941276,0.892456977324869,0.947504741623409,1.82299999985844,765,"rrBLUP-kin",765,"",3,0
"Rosette Leaf number (RL) split=2 train","Rosette Leaf number (RL) split=2 test",85,"no_strata",0.764947395036247,0.741345867986654,1,11.5449792921951,9.58921073192518,0.561462300431307,0.795460581690275,0.87385941941276,0.892456977324869,0.947504741623409,1.88400000007823,765,"rrBLUP-kin",765,"",4,0
"Rosette Leaf number (RL) split=2 train","Rosette Leaf number (RL) split=2 test",85,"no_strata",0.764947395036247,0.741345867986654,1,11.5449792921951,9.58921073192518,0.561462300431307,0.795460581690275,0.87385941941276,0.892456977324869,0.947504741623409,1.85699999984354,765,"rrBLUP-kin",765,"",5,0
"Rosette Leaf number (RL) split=3 train","Rosette Leaf number (RL) split=3 test",85,"no_strata",0.725024960664057,0.737863509006426,1,14.3655047933536,11.3407674638295,0.310084989842532,0.837589169564826,0.91016566450433,0.896391834237266,0.957163675532095,1.85800000000745,765,"rrBLUP-kin",765,"",1,0
"Rosette Leaf number (RL) split=3 train","Rosette Leaf number (RL) split=3 test",85,"no_strata",0.725024960664057,0.737863509006426,1,14.3655047933536,11.3407674638295,0.310084989842532,0.837589169564826,0.91016566450433,0.896391834237266,0.957163675532095,1.86299999989569,765,"rrBLUP-kin",765,"",2,0
"Rosette Leaf number (RL) split=3 train","Rosette Leaf number (RL) split=3 test",85,"no_strata",0.725024960664057,0.737863509006426,1,14.3655047933536,11.3407674638295,0.310084989842532,0.837589169564826,0.91016566450433,0.896391834237266,0.957163675532095,1.85599999991246,765,"rrBLUP-kin",765,"",3,0
"Rosette Leaf number (RL) split=3 train","Rosette Leaf number (RL) split=3 test",85,"no_strata",0.725024960664057,0.737863509006426,1,14.3655047933536,11.3407674638295,0.310084989842532,0.837589169564826,0.91016566450433,0.896391834237266,0.957163675532095,1.85899999993853,765,"rrBLUP-kin",765,"",4,0
"Rosette Leaf number (RL) split=3 train","Rosette Leaf number (RL) split=3 test",85,"no_strata",0.725024960664057,0.737863509006426,1,14.3655047933536,11.3407674638295,0.310084989842532,0.837589169564826,0.91016566450433,0.896391834237266,0.957163675532095,1.83799999998882,765,"rrBLUP-kin",765,"",5,0
"Rosette Leaf number (RL) split=4 train","Rosette Leaf number (RL) split=4 test",85,"no_strata",0.746426889143015,0.718507228088896,1,11.3672421159662,8.66843562639026,0.552702592698381,0.872595199702167,0.859329750993236,0.892978847608849,0.952033408012217,1.82400000002235,765,"rrBLUP-kin",765,"",1,0
"Rosette Leaf number (RL) split=4 train","Rosette Leaf number (RL) split=4 test",85,"no_strata",0.746426889143015,0.718507228088896,1,11.3672421159662,8.66843562639026,0.552702592698381,0.872595199702167,0.859329750993236,0.892978847608849,0.952033408012217,1.82099999999627,765,"rrBLUP-kin",765,"",2,0
"Rosette Leaf number (RL) split=4 train","Rosette Leaf number (RL) split=4 test",85,"no_strata",0.746426889143015,0.718507228088896,1,11.3672421159662,8.66843562639026,0.552702592698381,0.872595199702167,0.859329750993236,0.892978847608849,0.952033408012217,1.82900000014342,765,"rrBLUP-kin",765,"",3,0
"Rosette Leaf number (RL) split=4 train","Rosette Leaf number (RL) split=4 test",85,"no_strata",0.746426889143015,0.718507228088896,1,11.3672421159662,8.66843562639026,0.552702592698381,0.872595199702167,0.859329750993236,0.892978847608849,0.952033408012217,1.87999999988824,765,"rrBLUP-kin",765,"",4,0
"Rosette Leaf number (RL) split=4 train","Rosette Leaf number (RL) split=4 test",85,"no_strata",0.746426889143015,0.718507228088896,1,11.3672421159662,8.66843562639026,0.552702592698381,0.872595199702167,0.859329750993236,0.892978847608849,0.952033408012217,1.86499999999069,765,"rrBLUP-kin",765,"",5,0
"Rosette Leaf number (RL) split=5 train","Rosette Leaf number (RL) split=5 test",85,"no_strata",0.653530813505652,0.653367144966433,1,11.2741654371199,8.51580054194,0.426467947593268,0.782694204950187,0.860915827382657,0.90156754554765,0.954266527217978,1.85399999981746,765,"rrBLUP-kin",765,"",1,0
"Rosette Leaf number (RL) split=5 train","Rosette Leaf number (RL) split=5 test",85,"no_strata",0.653530813505652,0.653367144966433,1,11.2741654371199,8.51580054194,0.426467947593268,0.782694204950187,0.860915827382657,0.90156754554765,0.954266527217978,1.85599999991246,765,"rrBLUP-kin",765,"",2,0
"Rosette Leaf number (RL) split=5 train","Rosette Leaf number (RL) split=5 test",85,"no_strata",0.653530813505652,0.653367144966433,1,11.2741654371199,8.51580054194,0.426467947593268,0.782694204950187,0.860915827382657,0.90156754554765,0.954266527217978,1.88500000000931,765,"rrBLUP-kin",765,"",3,0
"Rosette Leaf number (RL) split=5 train","Rosette Leaf number (RL) split=5 test",85,"no_strata",0.653530813505652,0.653367144966433,1,11.2741654371199,8.51580054194,0.426467947593268,0.782694204950187,0.860915827382657,0.90156754554765,0.954266527217978,1.83400000003166,765,"rrBLUP-kin",765,"",4,0
"Rosette Leaf number (RL) split=5 train","Rosette Leaf number (RL) split=5 test",85,"no_strata",0.653530813505652,0.653367144966433,1,11.2741654371199,8.51580054194,0.426467947593268,0.782694204950187,0.860915827382657,0.90156754554765,0.954266527217978,1.84199999994598,765,"rrBLUP-kin",765,"",5,0
"Rosette Leaf number (RL) split=6 train","Rosette Leaf number (RL) split=6 test",85,"no_strata",0.706018324752283,0.678823417684779,1,13.5703462641322,10.9096244772639,0.305358743679514,0.886456215024414,0.886657963188332,0.901463838267024,0.962698553052629,1.82599999988452,765,"rrBLUP-kin",765,"",1,0
"Rosette Leaf number (RL) split=6 train","Rosette Leaf number (RL) split=6 test",85,"no_strata",0.706018324752283,0.678823417684779,1,13.5703462641322,10.9096244772639,0.305358743679514,0.886456215024414,0.886657963188332,0.901463838267024,0.962698553052629,1.85299999988638,765,"rrBLUP-kin",765,"",2,0
"Rosette Leaf number (RL) split=6 train","Rosette Leaf number (RL) split=6 test",85,"no_strata",0.706018324752283,0.678823417684779,1,13.5703462641322,10.9096244772639,0.305358743679514,0.886456215024414,0.886657963188332,0.901463838267024,0.962698553052629,1.85400000005029,765,"rrBLUP-kin",765,"",3,0
"Rosette Leaf number (RL) split=6 train","Rosette Leaf number (RL) split=6 test",85,"no_strata",0.706018324752283,0.678823417684779,1,13.5703462641322,10.9096244772639,0.305358743679514,0.886456215024414,0.886657963188332,0.901463838267024,0.962698553052629,1.84900000016205,765,"rrBLUP-kin",765,"",4,0
"Rosette Leaf number (RL) split=6 train","Rosette Leaf number (RL) split=6 test",85,"no_strata",0.706018324752283,0.678823417684779,1,13.5703462641322,10.9096244772639,0.305358743679514,0.886456215024414,0.886657963188332,0.901463838267024,0.962698553052629,1.81899999990128,765,"rrBLUP-kin",765,"",5,0
"Rosette Leaf number (RL) split=7 train","Rosette Leaf number (RL) split=7 test",85,"no_strata",0.683403039532535,0.693079659691416,1,17.2069178837999,13.3309177545479,-0.0336786317878381,0.798613793964656,0.819859939413419,0.904720234511893,0.950600155236784,1.82300000009127,765,"rrBLUP-kin",765,"",1,0
"Rosette Leaf number (RL) split=7 train","Rosette Leaf number (RL) split=7 test",85,"no_strata",0.683403039532535,0.693079659691416,1,17.2069178837999,13.3309177545479,-0.0336786317878381,0.798613793964656,0.819859939413419,0.904720234511893,0.950600155236784,1.82300000009127,765,"rrBLUP-kin",765,"",2,0
"Rosette Leaf number (RL) split=7 train","Rosette Leaf number (RL) split=7 test",85,"no_strata",0.683403039532535,0.693079659691416,1,17.2069178837999,13.3309177545479,-0.0336786317878381,0.798613793964656,0.819859939413419,0.904720234511893,0.950600155236784,1.82300000009127,765,"rrBLUP-kin",765,"",3,0
"Rosette Leaf number (RL) split=7 train","Rosette Leaf number (RL) split=7 test",85,"no_strata",0.683403039532535,0.693079659691416,1,17.2069178837999,13.3309177545479,-0.0336786317878381,0.798613793964656,0.819859939413419,0.904720234511893,0.950600155236784,1.82000000006519,765,"rrBLUP-kin",765,"",4,0
"Rosette Leaf number (RL) split=7 train","Rosette Leaf number (RL) split=7 test",85,"no_strata",0.683403039532535,0.693079659691416,1,17.2069178837999,13.3309177545479,-0.0336786317878381,0.798613793964656,0.819859939413419,0.904720234511893,0.950600155236784,1.82099999999627,765,"rrBLUP-kin",765,"",5,0
"Rosette Leaf number (RL) split=8 train","Rosette Leaf number (RL) split=8 test",85,"no_strata",0.768015460171419,0.783613045305275,1,13.6306798522195,10.718816547314,0.319397282218604,0.845048562672317,0.894578442428242,0.915998929270443,0.964148317184938,1.82099999999627,765,"rrBLUP-kin",765,"",1,0
"Rosette Leaf number (RL) split=8 train","Rosette Leaf number (RL) split=8 test",85,"no_strata",0.768015460171419,0.783613045305275,1,13.6306798522195,10.718816547314,0.319397282218604,0.845048562672317,0.894578442428242,0.915998929270443,0.964148317184938,1.82499999995343,765,"rrBLUP-kin",765,"",2,0
"Rosette Leaf number (RL) split=8 train","Rosette Leaf number (RL) split=8 test",85,"no_strata",0.768015460171419,0.783613045305275,1,13.6306798522195,10.718816547314,0.319397282218604,0.845048562672317,0.894578442428242,0.915998929270443,0.964148317184938,1.82499999995343,765,"rrBLUP-kin",765,"",3,0
"Rosette Leaf number (RL) split=8 train","Rosette Leaf number (RL) split=8 test",85,"no_strata",0.768015460171419,0.783613045305275,1,13.6306798522195,10.718816547314,0.319397282218604,0.845048562672317,0.894578442428242,0.915998929270443,0.964148317184938,1.82400000002235,765,"rrBLUP-kin",765,"",4,0
"Rosette Leaf number (RL) split=8 train","Rosette Leaf number (RL) split=8 test",85,"no_strata",0.768015460171419,0.783613045305275,1,13.6306798522195,10.718816547314,0.319397282218604,0.845048562672317,0.894578442428242,0.915998929270443,0.964148317184938,1.82300000009127,765,"rrBLUP-kin",765,"",5,0
"Rosette Leaf number (RL) split=9 train","Rosette Leaf number (RL) split=9 test",85,"no_strata",0.798250315595744,0.799220180749831,1,13.9701931551787,10.5566312812181,0.393197737985461,0.874143190305107,0.901750003490777,0.92852824567,0.968202222907875,1.82499999995343,765,"rrBLUP-kin",765,"",1,0
"Rosette Leaf number (RL) split=9 train","Rosette Leaf number (RL) split=9 test",85,"no_strata",0.798250315595744,0.799220180749831,1,13.9701931551787,10.5566312812181,0.393197737985461,0.874143190305107,0.901750003490777,0.92852824567,0.968202222907875,1.83399999979883,765,"rrBLUP-kin",765,"",2,0
"Rosette Leaf number (RL) split=9 train","Rosette Leaf number (RL) split=9 test",85,"no_strata",0.798250315595744,0.799220180749831,1,13.9701931551787,10.5566312812181,0.393197737985461,0.874143190305107,0.901750003490777,0.92852824567,0.968202222907875,1.82899999991059,765,"rrBLUP-kin",765,"",3,0
"Rosette Leaf number (RL) split=9 train","Rosette Leaf number (RL) split=9 test",85,"no_strata",0.798250315595744,0.799220180749831,1,13.9701931551787,10.5566312812181,0.393197737985461,0.874143190305107,0.901750003490777,0.92852824567,0.968202222907875,1.8320000001695,765,"rrBLUP-kin",765,"",4,0
"Rosette Leaf number (RL) split=9 train","Rosette Leaf number (RL) split=9 test",85,"no_strata",0.798250315595744,0.799220180749831,1,13.9701931551787,10.5566312812181,0.393197737985461,0.874143190305107,0.901750003490777,0.92852824567,0.968202222907875,1.85400000005029,765,"rrBLUP-kin",765,"",5,0
